INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
2210,"Muslims are inherently terrorists, they have no place in civilised Europe.",Who decides who is a terrorist and not? Because I think your reasons are a bit groundless.,MUSLIMS,V4
4428,Islam is a religion of violence.,Islam is a religion that was established to be peaceful.Apart from few extremists that remains the case.,MUSLIMS,V6_lab
3942,Muslims are just a bunch of criminals.,"Are you suggesting that all Muslims are criminals, or do you think that there are particular Muslims that are more inclined to be criminals?",MUSLIMS,V6_kc
4958,"Islam is a terrible and dangerous ideology that promotes murder, rape and violence towards women and gays.",All religions have their bad parts if look with a modern eye. But no religion promotes acts of terror and violence like the ones you said.,MUSLIMS,V6_mix
811,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",This is not true. How can you say this about an entire faith?,MUSLIMS,V1
848,Islam is a plague infecting our planet.,Do you mean Islam is positively infecting our planet?,MUSLIMS,V1
3142,It is a crime to be a Muslim.,Muslims are not criminals. Hate instead is a crime.,MUSLIMS,V6_sbf
1345,"I believe it is Islam that is to blame for all the ills in the world, and I don't like Muslims.",Why do you think that a religion is to blame for the ills? The fact that you do not like Musilims is not related to this.,MUSLIMS,V2
2228,Muslims have no place in civilised Europe. They have nothing to contribute to our society.,People who have never even met a Muslim can understand one.,MUSLIMS,V4
2234,"Muslim rape gangs have raped, pillaged and murdered countless women across Europe. This should not happen in the West.","This is not true, only a handful of Muslims have been abusing women. We mustn't spread hate based on generalisation.",MUSLIMS,V4
4961,Muslims are just a bunch of child molesters.,"Child molesters are people who have sexually abused children, and they can be Muslim or non-Muslim.",MUSLIMS,V6_mix
2248,Islam is incompatible with the European Union and should be banned.,There is no evidence that it is incompatible with the European Union. Do you have any?,MUSLIMS,V4
3404,Islam is hate. It is a set of discriminatory beliefs and practices that promote exclusion and oppression of women and minorities. Love is an attribute of Christianity.,"This is not true. Love is a matter of mutual trust and respect, not of a specific religion.",MUSLIMS,V6_sbf
3949,"If Muslims were peaceful, then there would be no persecution of Christians.","The problem is not Islam, but a lack of human rights and fundamental democratic rights.",MUSLIMS,V6_kc
2634,Islam is a violent religion.,"Violence is never justified in Islam, especially not in the case of Muslims.",MUSLIMS,V5
853,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","To be fair, I would guess its hard to feel a sense of belonging when you are perpetually identified as a problem?",MUSLIMS,V1
1687,A Muslim is an outsider in our country,"There are Muslims who have lived in our country for many years, and for many generations. They have rights and responsibilities, as all other citizens do.",MUSLIMS,V3
4643,The Koran has no place in our country.,"I don't see how the Koran would not have a place in the UK. The Koran says to love your neighbor as yourself. It does not say to hate others because of their religion, as you seem to be doing.",MUSLIMS,V6_mix
2239,Muslims are not welcome here. They do not share our values. They are not interested in our future.,This is just a myth spread to divide us. We do not need to scapegoat Muslims. They have contributed so much to our country.,MUSLIMS,V4
2417,Islam is no more than an ideology and set of beliefs that promote terror and murder.,"While there are terrorist organizations caliming to be followers of Islam. But, their ideology and belief system are not the reason for attributing violent actions to all Muslims.",MUSLIMS,V4
2867,Muslims are a problem in my opinion. They do not want to assimilate.,"Most Muslims are happy to live in our country, even if it can happen that we are not their first choice as a mate.",MUSLIMS,V5
1006,Islam is opposed to peace.,"In Islam, all religions are welcome.",MUSLIMS,V2
1373,Islam is a death cult and should be banned from every country in the world.,"It's important to point out that the majority of world's countries have not banned Islam. We cannot ban people from countries just based on religion. Unfortunately it seems like you are mostly concerned about immigration, while failing to notice the many other problems in our own country.",MUSLIMS,V2
1543,Muslim believe that their religion is superior,"The word 'supremacy' is not found in the Koran. Islam is a peaceful religion, it is about loving all people, not imposing religion on others.",MUSLIMS,V3
2439,Muslim invaders will conquer Europe. They will rape our women and they will do anything to get their way. Islam is a death cult.,"What do you actually mean by ""Islam is a death cult""? Do you seriously suggest that I should start to worry about what my Muslim neighbour might do?",MUSLIMS,V4
3427,Many Muslims prefer the violence of jihad.,Violence is never justified in Islam. There is no such thing as 'the religion of violence'. The Quran does not teach it.,MUSLIMS,V6_sbf
3642,Now we know that Islam is a destructive and violent religion which inspires terrorism all over the world.,How can you possibly know that? Is this a comment written by a terrorist? Where are your sources?,MUSLIMS,V6_kc
2707,"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.","In my opinion, the Quran is a book of religious guidance and does not promote discrimination. Can you point out your reference?",MUSLIMS,V5
3113,"Islam is a violent religion that promotes rape, torture and murder.",It is quite wrong to associate the capability of committing these atrocious crimes to all the believers of a religion. Let's be realistic.,MUSLIMS,V6_sbf
754,"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan.","With all the anti Islamic rhetoric floating around, do think they have chosen that faith because it's easy?",MUSLIMS,V1
